2022-06-18 13:02:15.986 0 0 0 1 2 1 1 1 1 Accel-X-Y-Z(m/s^2) 1.23 -3.54 -8.54 Magnetic-X-Y-Z(gauss) 22.50 25.66 35.94 Gyro-X-Y-Z(dps) 0.09 -0.04 0.59

2022-06-18 13:02:15.993 0 0 0 2 1 1 1 1 1 Accel-X-Y-Z(m/s^2) 1.37 -3.62 -7.75 Magnetic-X-Y-Z(gauss) 22.44 25.83 36.59 Gyro-X-Y-Z(dps) -0.13 0.12 0.55

2022-06-18 13:02:16.017 0 0 0 1 2 0 2 0 1 Accel-X-Y-Z(m/s^2) 2.28 -3.29 -8.08 Magnetic-X-Y-Z(gauss) 22.21 25.37 36.24 Gyro-X-Y-Z(dps) -0.24 0.34 0.32

2022-06-18 13:02:16.040 0 0 0 1 1 0 1 1 1 Accel-X-Y-Z(m/s^2) 0.98 -2.78 -9.18 Magnetic-X-Y-Z(gauss) 21.98 25.77 37.29 Gyro-X-Y-Z(dps) -0.11 0.51 -0.16

2022-06-18 13:02:16.064 0 0 0 1 1 1 1 1 1 Accel-X-Y-Z(m/s^2) 0.93 -3.05 -9.50 Magnetic-X-Y-Z(gauss) 21.45 25.95 36.59 Gyro-X-Y-Z(dps) -0.15 0.92 -0.14

2022-06-18 13:02:16.088 0 0 0 1 2 1 2 1 1 Accel-X-Y-Z(m/s^2) -0.47 -3.34 -10.68 Magnetic-X-Y-Z(gauss) 20.46 26.07 36.94 Gyro-X-Y-Z(dps) -0.11 1.21 0.11

2022-06-18 13:02:16.112 0 0 0 1 1 1 0 0 1 Accel-X-Y-Z(m/s^2) -1.40 -3.71 -11.46 Magnetic-X-Y-Z(gauss) 19.58 26.42 36.94 Gyro-X-Y-Z(dps) 0.15 1.75 -0.21

2022-06-18 13:02:16.136 0 0 0 1 2 0 1 0 1 Accel-X-Y-Z(m/s^2) 0.59 -3.35 -9.62 Magnetic-X-Y-Z(gauss) 17.30 26.88 37.76 Gyro-X-Y-Z(dps) 0.20 1.24 -0.57

2022-06-18 13:02:16.161 0 0 0 1 2 1 0 1 1 Accel-X-Y-Z(m/s^2) 0.04 -2.34 -9.49 Magnetic-X-Y-Z(gauss) 16.89 26.59 38.11 Gyro-X-Y-Z(dps) -0.23 0.56 -0.35

2022-06-18 13:02:16.185 0 0 0 1 1 1 0 1 1 Accel-X-Y-Z(m/s^2) -0.98 -2.66 -9.20 Magnetic-X-Y-Z(gauss) 16.77 26.83 37.64 Gyro-X-Y-Z(dps) -0.09 0.51 0.13

2022-06-18 13:02:16.209 0 0 0 1 2 2 2 1 0 Accel-X-Y-Z(m/s^2) -0.80 -3.07 -8.31 Magnetic-X-Y-Z(gauss) 16.07 26.83 37.64 Gyro-X-Y-Z(dps) -0.02 0.43 0.28

2022-06-18 13:02:16.233 0 0 0 2 1 1 1 1 1 Accel-X-Y-Z(m/s^2) -0.68 -2.89 -8.13 Magnetic-X-Y-Z(gauss) 15.72 26.83 38.11 Gyro-X-Y-Z(dps) -0.05 0.38 0.34

2022-06-18 13:02:16.257 0 0 0 2 2 1 3 1 0 Accel-X-Y-Z(m/s^2) -1.28 -3.98 -8.91 Magnetic-X-Y-Z(gauss) 15.43 26.65 38.05 Gyro-X-Y-Z(dps) -0.06 0.38 0.22

2022-06-18 13:02:16.280 0 0 0 1 2 0 2 1 1 Accel-X-Y-Z(m/s^2) 0.11 -3.19 -9.04 Magnetic-X-Y-Z(gauss) 15.20 27.06 37.99 Gyro-X-Y-Z(dps) 0.15 0.43 -0.13

2022-06-18 13:02:16.304 0 0 0 1 1 0 1 1 1 Accel-X-Y-Z(m/s^2) -0.99 -3.37 -8.81 Magnetic-X-Y-Z(gauss) 14.73 26.59 37.87 Gyro-X-Y-Z(dps) -0.01 0.27 -0.15

2022-06-18 13:02:16.328 0 0 0 1 2 0 2 0 0 Accel-X-Y-Z(m/s^2) -1.11 -3.35 -9.73 Magnetic-X-Y-Z(gauss) 14.49 27.12 38.05 Gyro-X-Y-Z(dps) 0.10 0.43 -0.05

2022-06-18 13:02:16.352 0 0 0 0 2 0 1 0 0 Accel-X-Y-Z(m/s^2) -1.40 -3.42 -9.55 Magnetic-X-Y-Z(gauss) 13.50 27.35 37.93 Gyro-X-Y-Z(dps) 0.22 0.49 0.10

