0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
2022-05-03,10:17:07.248,0,0,0,7,7,7,7,6,7,Accel-X-Y-Z(m/s^2),8.75,-4.46,-1.14,Magnetic-X-Y-Z(gauss),64.87,32.38,-0.18,Gyro-X-Y-Z(dps),-0.05,-0.08,-0.0
2022-05-03,10:17:07.269,0,0,0,7,8,7,7,7,6,Accel-X-Y-Z(m/s^2),8.72,-4.39,-1.24,Magnetic-X-Y-Z(gauss),65.05,33.08,-0.29,Gyro-X-Y-Z(dps),-0.05,-0.08,-0.01
2022-05-03,10:17:07.292,0,0,0,8,7,6,7,7,6,Accel-X-Y-Z(m/s^2),8.81,-4.35,-1.23,Magnetic-X-Y-Z(gauss),64.64,32.79,-0.47,Gyro-X-Y-Z(dps),-0.05,-0.09,-0.01
2022-05-03,10:17:07.316,0,0,0,8,6,7,6,7,7,Accel-X-Y-Z(m/s^2),8.7,-4.47,-1.32,Magnetic-X-Y-Z(gauss),65.34,32.79,0.0,Gyro-X-Y-Z(dps),-0.05,-0.09,0.0
2022-05-03,10:17:07.340,0,0,0,7,7,6,6,6,6,Accel-X-Y-Z(m/s^2),8.75,-4.38,-1.21,Magnetic-X-Y-Z(gauss),65.11,33.08,-0.7,Gyro-X-Y-Z(dps),-0.05,-0.08,0.01
2022-05-03,10:17:07.364,0,0,0,8,6,6,6,7,7,Accel-X-Y-Z(m/s^2),8.78,-4.32,-1.18,Magnetic-X-Y-Z(gauss),64.93,32.73,-0.58,Gyro-X-Y-Z(dps),-0.05,-0.09,-0.0
2022-05-03,10:17:07.388,0,0,0,8,6,7,7,7,7,Accel-X-Y-Z(m/s^2),8.79,-4.33,-1.16,Magnetic-X-Y-Z(gauss),64.64,33.31,-0.47,Gyro-X-Y-Z(dps),-0.06,-0.09,-0.02
2022-05-03,10:17:07.411,0,0,0,8,6,7,7,7,7,Accel-X-Y-Z(m/s^2),8.74,-4.38,-1.3,Magnetic-X-Y-Z(gauss),64.7,33.14,-0.82,Gyro-X-Y-Z(dps),-0.05,-0.08,-0.01
2022-05-03,10:17:07.435,0,0,0,8,6,7,6,8,6,Accel-X-Y-Z(m/s^2),8.64,-4.36,-1.21,Magnetic-X-Y-Z(gauss),64.52,33.08,-0.7,Gyro-X-Y-Z(dps),-0.06,-0.09,0.01
2022-05-03,10:17:07.459,0,0,0,7,7,7,7,6,6,Accel-X-Y-Z(m/s^2),8.79,-4.29,-1.26,Magnetic-X-Y-Z(gauss),64.99,32.9,-1.05,Gyro-X-Y-Z(dps),-0.06,-0.1,0.01
2022-05-03,10:17:07.484,0,0,0,8,7,7,7,7,6,Accel-X-Y-Z(m/s^2),8.8,-4.44,-1.19,Magnetic-X-Y-Z(gauss),65.05,32.85,-0.7,Gyro-X-Y-Z(dps),-0.05,-0.1,0.01
2022-05-03,10:17:07.507,0,0,0,7,7,7,7,7,7,Accel-X-Y-Z(m/s^2),8.74,-4.36,-1.23,Magnetic-X-Y-Z(gauss),65.17,32.79,-0.23,Gyro-X-Y-Z(dps),-0.07,-0.09,0.02
2022-05-03,10:17:07.531,0,0,0,7,7,6,6,7,7,Accel-X-Y-Z(m/s^2),8.74,-4.47,-1.1,Magnetic-X-Y-Z(gauss),64.93,32.9,-1.11,Gyro-X-Y-Z(dps),-0.08,-0.1,0.03
2022-05-03,10:17:07.555,0,0,0,8,7,7,6,8,7,Accel-X-Y-Z(m/s^2),8.66,-4.37,-1.16,Magnetic-X-Y-Z(gauss),64.76,32.79,-0.88,Gyro-X-Y-Z(dps),-0.06,-0.1,0.03
2022-05-03,10:17:07.579,0,0,0,8,7,7,7,7,7,Accel-X-Y-Z(m/s^2),8.87,-4.35,-1.16,Magnetic-X-Y-Z(gauss),64.41,33.02,-0.94,Gyro-X-Y-Z(dps),-0.05,-0.11,0.02
2022-05-03,10:17:07.602,0,0,0,8,7,7,7,7,7,Accel-X-Y-Z(m/s^2),8.8,-4.47,-1.21,Magnetic-X-Y-Z(gauss),64.76,33.02,-0.06,Gyro-X-Y-Z(dps),-0.05,-0.09,0.01
2022-05-03,10:17:07.626,0,0,0,8,7,7,7,7,6,Accel-X-Y-Z(m/s^2),8.64,-4.38,-1.08,Magnetic-X-Y-Z(gauss),64.87,33.43,-0.53,Gyro-X-Y-Z(dps),-0.06,-0.07,0.02
2022-05-03,10:17:07.650,0,0,0,7,7,6,6,7,7,Accel-X-Y-Z(m/s^2),8.73,-4.4,-1.23,Magnetic-X-Y-Z(gauss),65.34,33.14,-0.64,Gyro-X-Y-Z(dps),-0.06,-0.08,0.0
2022-05-03,10:17:07.674,0,0,0,8,7,6,6,7,7,Accel-X-Y-Z(m/s^2),8.71,-4.38,-1.21,Magnetic-X-Y-Z(gauss),64.82,33.2,-1.29,Gyro-X-Y-Z(dps),-0.06,-0.1,0.01
2022-05-03,10:17:07.698,0,0,0,8,7,6,7,6,7,Accel-X-Y-Z(m/s^2),8.75,-4.44,-1.26,Magnetic-X-Y-Z(gauss),65.17,33.08,-0.64,Gyro-X-Y-Z(dps),-0.05,-0.09,0.01
2022-05-03,10:17:07.722,0,0,0,7,5,7,7,7,6,Accel-X-Y-Z(m/s^2),8.77,-4.36,-1.04,Magnetic-X-Y-Z(gauss),65.11,33.26,-0.18,Gyro-X-Y-Z(dps),-0.05,-0.08,0.01
2022-05-03,10:17:08.296,0,0,0,7,7,8,7,7,7,Accel-X-Y-Z(m/s^2),8.81,-4.42,-1.21,Magnetic-X-Y-Z(gauss),64.52,33.14,-0.76,Gyro-X-Y-Z(dps),-0.06,-0.1,0.01
2022-05-03,10:17:08.319,0,0,0,9,7,6,6,7,6,Accel-X-Y-Z(m/s^2),8.84,-4.44,-1.07,Magnetic-X-Y-Z(gauss),64.82,33.02,0.12,Gyro-X-Y-Z(dps),-0.06,-0.08,0.01
2022-05-03,10:17:08.343,0,0,0,7,6,8,6,6,7,Accel-X-Y-Z(m/s^2),8.78,-4.39,-1.11,Magnetic-X-Y-Z(gauss),64.58,32.67,-1.99,Gyro-X-Y-Z(dps),-0.05,-0.09,0.01
2022-05-03,10:17:08.366,0,0,0,8,7,8,6,6,7,Accel-X-Y-Z(m/s^2),8.79,-4.4,-1.25,Magnetic-X-Y-Z(gauss),64.58,32.85,-1.23,Gyro-X-Y-Z(dps),-0.05,-0.08,0.02
2022-05-03,10:17:08.390,0,0,0,8,7,6,7,6,7,Accel-X-Y-Z(m/s^2),8.83,-4.43,-1.18,Magnetic-X-Y-Z(gauss),64.87,33.08,-1.93,Gyro-X-Y-Z(dps),-0.05,-0.08,0.01
2022-05-03,10:17:08.414,0,0,0,9,7,7,7,7,7,Accel-X-Y-Z(m/s^2),8.73,-4.3,-1.18,Magnetic-X-Y-Z(gauss),64.11,33.2,-1.05,Gyro-X-Y-Z(dps),-0.05,-0.09,0.01
2022-05-03,10:17:08.438,0,0,0,7,8,6,7,7,7,Accel-X-Y-Z(m/s^2),8.69,-4.3,-1.26,Magnetic-X-Y-Z(gauss),64.82,33.31,-1.93,Gyro-X-Y-Z(dps),-0.05,-0.09,0.01
