0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
2022-05-03,10:19:32.284,0,0,0,7,7,7,7,7,7,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:32.298,0,0,0,8,7,7,7,7,6,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:32.314,0,0,0,8,8,6,7,7,8,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:32.330,0,0,0,8,7,7,8,6,7,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:32.346,0,0,0,8,8,6,7,7,7,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:32.362,0,0,0,8,10,7,6,8,7,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:32.378,0,0,0,8,7,7,6,7,8,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:32.394,0,0,0,7,7,7,7,7,8,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:32.410,0,0,0,7,6,6,7,8,7,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:32.426,0,0,0,7,7,9,7,7,6,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:32.442,0,0,0,8,7,7,6,8,7,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:32.458,0,0,0,8,7,7,7,7,7,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:32.474,0,0,0,7,7,7,6,6,7,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:32.490,0,0,0,8,6,6,7,7,6,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:32.506,0,0,0,7,8,8,7,7,7,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:32.522,0,0,0,7,7,7,6,8,7,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:32.538,0,0,0,8,7,7,6,7,8,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:32.554,0,0,0,7,6,6,6,7,6,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:32.571,0,0,0,8,6,9,6,7,7,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:32.586,0,0,0,8,7,6,6,6,7,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:32.602,0,0,0,8,6,7,6,7,7,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:32.618,0,0,0,8,6,7,6,8,7,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:32.633,0,0,0,7,6,7,6,6,7,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:32.649,0,0,0,7,6,7,6,6,8,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:32.665,0,0,0,8,6,6,7,6,7,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:32.682,0,0,0,8,8,7,7,6,7,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:32.698,0,0,0,8,7,7,7,6,7,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:32.874,0,0,0,8,7,6,7,7,7,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:32.889,0,0,0,8,7,7,8,7,8,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:32.905,0,0,0,8,7,6,6,8,7,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:32.921,0,0,0,7,7,7,7,7,7,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:32.938,0,0,0,8,6,7,6,7,7,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:32.954,0,0,0,8,5,7,8,7,7,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:32.970,0,0,0,7,7,6,7,7,7,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:32.986,0,0,0,7,7,7,7,6,7,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:33.002,0,0,0,7,7,7,6,8,7,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:33.018,0,0,0,7,6,7,5,7,7,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:33.034,0,0,0,7,6,6,7,7,8,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:33.050,0,0,0,8,7,7,6,7,6,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:33.066,0,0,0,7,8,7,6,7,8,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:33.082,0,0,0,8,7,7,7,7,6,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:33.098,0,0,0,8,7,6,6,7,7,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:33.114,0,0,0,8,7,7,7,8,7,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:33.130,0,0,0,7,7,6,6,7,7,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
2022-05-03,10:19:33.146,0,0,0,7,7,6,7,7,6,Accel-X-Y-Z(m/s^2),5.25,58.81,233.9,Magnetic-X-Y-Z(gauss),42.78,478.78,1100.7,Gyro-X-Y-Z(dps),0.89,10.01,39.81
