0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
2022-05-03,10:12:58.299,0,0,0,7,8,7,6,6,6,Accel-X-Y-Z(m/s^2),8.51,-4.34,0.45,Magnetic-X-Y-Z(gauss),65.52,29.75,10.58,Gyro-X-Y-Z(dps),-0.19,0.14,0.26
2022-05-03,10:12:58.321,0,0,0,8,7,7,7,7,7,Accel-X-Y-Z(m/s^2),8.61,-4.21,0.85,Magnetic-X-Y-Z(gauss),65.4,29.63,11.51,Gyro-X-Y-Z(dps),-0.11,0.06,0.14
2022-05-03,10:12:58.345,0,0,0,8,7,6,7,6,6,Accel-X-Y-Z(m/s^2),8.76,-4.64,0.67,Magnetic-X-Y-Z(gauss),65.69,29.51,11.51,Gyro-X-Y-Z(dps),-0.14,-0.1,0.03
2022-05-03,10:12:58.369,0,0,0,8,7,7,6,7,7,Accel-X-Y-Z(m/s^2),8.85,-4.55,0.4,Magnetic-X-Y-Z(gauss),65.87,29.16,11.69,Gyro-X-Y-Z(dps),-0.15,-0.09,0.04
2022-05-03,10:12:58.393,0,0,0,7,7,6,7,8,6,Accel-X-Y-Z(m/s^2),8.93,-4.27,0.38,Magnetic-X-Y-Z(gauss),65.4,28.93,10.46,Gyro-X-Y-Z(dps),-0.2,-0.06,0.07
2022-05-03,10:12:58.416,0,0,0,8,6,7,6,7,7,Accel-X-Y-Z(m/s^2),9.01,-4.26,0.29,Magnetic-X-Y-Z(gauss),65.52,29.16,10.58,Gyro-X-Y-Z(dps),-0.18,-0.06,0.06
2022-05-03,10:12:58.441,0,0,0,8,7,7,7,7,6,Accel-X-Y-Z(m/s^2),8.92,-4.32,0.19,Magnetic-X-Y-Z(gauss),65.98,28.87,10.58,Gyro-X-Y-Z(dps),-0.13,-0.1,0.05
2022-05-03,10:12:58.465,0,0,0,7,7,7,7,7,7,Accel-X-Y-Z(m/s^2),8.61,-4.06,0.31,Magnetic-X-Y-Z(gauss),65.87,28.93,10.46,Gyro-X-Y-Z(dps),-0.11,-0.12,0.02
2022-05-03,10:12:58.489,0,0,0,8,6,7,6,7,7,Accel-X-Y-Z(m/s^2),8.82,-4.08,0.28,Magnetic-X-Y-Z(gauss),65.93,28.81,10.7,Gyro-X-Y-Z(dps),-0.15,-0.11,-0.0
2022-05-03,10:12:58.513,0,0,0,7,7,7,6,7,9,Accel-X-Y-Z(m/s^2),8.74,-3.46,0.69,Magnetic-X-Y-Z(gauss),65.46,28.93,11.4,Gyro-X-Y-Z(dps),-0.28,-0.19,0.13
2022-05-03,10:12:58.537,0,0,0,7,6,7,7,6,7,Accel-X-Y-Z(m/s^2),8.96,-4.4,0.45,Magnetic-X-Y-Z(gauss),65.63,28.4,10.52,Gyro-X-Y-Z(dps),-0.54,-0.25,0.09
2022-05-03,10:12:58.561,0,0,0,7,6,7,7,7,5,Accel-X-Y-Z(m/s^2),9.07,-4.43,0.5,Magnetic-X-Y-Z(gauss),65.75,28.7,10.75,Gyro-X-Y-Z(dps),-0.39,-0.12,-0.02
2022-05-03,10:12:58.585,0,0,0,7,7,7,6,7,8,Accel-X-Y-Z(m/s^2),8.76,-4.29,0.39,Magnetic-X-Y-Z(gauss),65.98,28.7,11.63,Gyro-X-Y-Z(dps),-0.28,-0.13,0.02
2022-05-03,10:12:58.608,0,0,0,7,7,7,7,7,7,Accel-X-Y-Z(m/s^2),8.82,-4.11,0.47,Magnetic-X-Y-Z(gauss),65.34,28.58,11.05,Gyro-X-Y-Z(dps),-0.19,-0.1,0.06
2022-05-03,10:12:58.632,0,0,1,8,6,6,6,7,6,Accel-X-Y-Z(m/s^2),9.05,-4.23,0.62,Magnetic-X-Y-Z(gauss),65.63,28.99,10.81,Gyro-X-Y-Z(dps),-0.16,-0.1,-0.04
2022-05-03,10:12:58.656,0,0,1,7,6,7,7,7,7,Accel-X-Y-Z(m/s^2),8.74,-4.24,0.67,Magnetic-X-Y-Z(gauss),65.98,28.64,10.46,Gyro-X-Y-Z(dps),-0.17,-0.14,-0.04
2022-05-03,10:12:58.681,0,0,1,7,7,6,6,7,7,Accel-X-Y-Z(m/s^2),8.56,-4.35,0.43,Magnetic-X-Y-Z(gauss),66.04,28.81,10.29,Gyro-X-Y-Z(dps),-0.15,-0.18,-0.03
2022-05-03,10:12:58.705,0,0,1,7,6,7,6,6,6,Accel-X-Y-Z(m/s^2),8.7,-4.41,0.5,Magnetic-X-Y-Z(gauss),66.16,29.34,10.64,Gyro-X-Y-Z(dps),-0.11,-0.19,0.0
2022-05-03,10:12:58.728,0,0,1,8,7,7,7,7,6,Accel-X-Y-Z(m/s^2),8.81,-4.34,0.7,Magnetic-X-Y-Z(gauss),65.81,28.87,10.23,Gyro-X-Y-Z(dps),-0.11,-0.14,0.05
2022-05-03,10:12:58.752,0,0,1,7,8,7,6,7,8,Accel-X-Y-Z(m/s^2),8.79,-4.36,0.54,Magnetic-X-Y-Z(gauss),65.87,29.11,9.94,Gyro-X-Y-Z(dps),-0.13,-0.11,0.03
2022-05-03,10:12:58.776,0,0,1,8,6,6,7,6,7,Accel-X-Y-Z(m/s^2),8.92,-4.39,0.57,Magnetic-X-Y-Z(gauss),65.75,29.34,10.52,Gyro-X-Y-Z(dps),-0.09,-0.07,0.07
2022-05-03,10:13:00.165,0,0,0,7,7,7,7,7,8,Accel-X-Y-Z(m/s^2),8.92,-3.89,0.73,Magnetic-X-Y-Z(gauss),65.58,27.18,10.4,Gyro-X-Y-Z(dps),-0.27,-0.17,-0.09
2022-05-03,10:13:00.189,0,0,0,7,6,7,7,7,6,Accel-X-Y-Z(m/s^2),8.84,-3.89,0.83,Magnetic-X-Y-Z(gauss),65.63,26.94,10.11,Gyro-X-Y-Z(dps),-0.24,-0.24,-0.04
2022-05-03,10:13:00.213,0,0,0,7,7,6,7,7,6,Accel-X-Y-Z(m/s^2),9.09,-3.75,0.57,Magnetic-X-Y-Z(gauss),65.05,27.29,9.82,Gyro-X-Y-Z(dps),-0.19,-0.21,-0.05
2022-05-03,10:13:00.236,0,0,0,7,6,7,8,7,7,Accel-X-Y-Z(m/s^2),9.08,-3.77,0.74,Magnetic-X-Y-Z(gauss),65.52,27.0,9.82,Gyro-X-Y-Z(dps),-0.17,-0.11,-0.06
2022-05-03,10:13:00.260,0,0,0,8,6,7,7,6,8,Accel-X-Y-Z(m/s^2),9.08,-3.86,0.61,Magnetic-X-Y-Z(gauss),65.23,27.41,9.99,Gyro-X-Y-Z(dps),-0.19,-0.02,-0.03
2022-05-03,10:13:00.284,0,0,0,8,7,7,7,6,7,Accel-X-Y-Z(m/s^2),8.99,-3.88,0.8,Magnetic-X-Y-Z(gauss),65.23,27.29,10.64,Gyro-X-Y-Z(dps),-0.17,0.01,-0.02
2022-05-03,10:13:00.308,0,0,0,8,7,7,6,7,7,Accel-X-Y-Z(m/s^2),8.96,-3.84,0.77,Magnetic-X-Y-Z(gauss),65.28,27.94,10.46,Gyro-X-Y-Z(dps),-0.2,-0.06,-0.01
2022-05-03,10:13:00.331,0,0,0,8,6,7,7,7,6,Accel-X-Y-Z(m/s^2),9.05,-3.95,0.77,Magnetic-X-Y-Z(gauss),65.05,27.82,10.99,Gyro-X-Y-Z(dps),-0.14,-0.06,-0.0
2022-05-03,10:13:00.355,0,0,0,7,6,6,5,7,7,Accel-X-Y-Z(m/s^2),9.15,-3.93,0.73,Magnetic-X-Y-Z(gauss),65.11,27.59,10.58,Gyro-X-Y-Z(dps),-0.13,-0.01,0.03
2022-05-03,10:13:00.379,0,0,0,7,7,7,6,7,6,Accel-X-Y-Z(m/s^2),8.97,-3.83,0.83,Magnetic-X-Y-Z(gauss),65.4,27.7,9.64,Gyro-X-Y-Z(dps),-0.1,-0.0,0.04
2022-05-03,10:13:00.403,0,0,0,8,7,6,6,6,7,Accel-X-Y-Z(m/s^2),9.17,-3.46,0.88,Magnetic-X-Y-Z(gauss),65.34,27.29,10.52,Gyro-X-Y-Z(dps),-0.13,0.01,0.05
2022-05-03,10:13:00.427,0,0,0,8,6,5,6,6,7,Accel-X-Y-Z(m/s^2),8.99,-3.65,0.95,Magnetic-X-Y-Z(gauss),65.4,27.59,10.52,Gyro-X-Y-Z(dps),-0.17,0.02,0.02
2022-05-03,10:13:00.451,0,0,0,7,7,8,6,6,7,Accel-X-Y-Z(m/s^2),9.15,-3.75,0.73,Magnetic-X-Y-Z(gauss),64.99,27.0,10.4,Gyro-X-Y-Z(dps),-0.16,0.04,0.05
2022-05-03,10:13:00.475,0,0,0,8,7,7,7,7,7,Accel-X-Y-Z(m/s^2),10.87,-3.93,0.64,Magnetic-X-Y-Z(gauss),65.11,27.76,10.64,Gyro-X-Y-Z(dps),-0.13,0.04,0.03
2022-05-03,10:13:00.499,0,0,0,7,6,6,7,7,6,Accel-X-Y-Z(m/s^2),8.94,-3.93,0.67,Magnetic-X-Y-Z(gauss),65.63,27.41,11.28,Gyro-X-Y-Z(dps),-0.1,0.05,0.08
2022-05-03,10:13:00.523,0,0,0,8,5,6,7,6,8,Accel-X-Y-Z(m/s^2),8.95,-3.7,0.63,Magnetic-X-Y-Z(gauss),65.4,27.18,11.81,Gyro-X-Y-Z(dps),-0.08,0.03,0.12
2022-05-03,10:13:00.547,0,0,0,7,7,8,7,7,7,Accel-X-Y-Z(m/s^2),10.89,-3.63,0.73,Magnetic-X-Y-Z(gauss),64.93,27.35,11.22,Gyro-X-Y-Z(dps),-0.06,-0.0,0.09
2022-05-03,10:13:00.571,0,0,0,7,7,7,7,6,7,Accel-X-Y-Z(m/s^2),8.99,-3.77,0.64,Magnetic-X-Y-Z(gauss),64.82,26.53,10.75,Gyro-X-Y-Z(dps),-0.04,-0.03,0.06
2022-05-03,10:13:00.595,0,0,0,7,7,7,8,7,7,Accel-X-Y-Z(m/s^2),9.05,-3.77,0.8,Magnetic-X-Y-Z(gauss),65.05,26.88,10.87,Gyro-X-Y-Z(dps),-0.01,-0.05,0.06
2022-05-03,10:13:00.618,0,0,0,8,6,7,7,6,6,Accel-X-Y-Z(m/s^2),9.05,-3.7,0.65,Magnetic-X-Y-Z(gauss),65.05,27.41,11.57,Gyro-X-Y-Z(dps),-0.04,-0.02,0.06
2022-05-03,10:13:00.642,0,0,0,7,7,7,7,6,7,Accel-X-Y-Z(m/s^2),9.1,-3.85,0.74,Magnetic-X-Y-Z(gauss),65.23,27.06,11.81,Gyro-X-Y-Z(dps),-0.07,-0.06,0.02
2022-05-03,10:13:00.666,0,0,0,8,7,7,7,7,7,Accel-X-Y-Z(m/s^2),9.07,-3.87,0.72,Magnetic-X-Y-Z(gauss),65.11,26.65,12.16,Gyro-X-Y-Z(dps),-0.04,-0.07,-0.01
2022-05-03,10:13:00.690,0,0,0,7,11,7,7,7,6,Accel-X-Y-Z(m/s^2),8.99,-3.78,0.65,Magnetic-X-Y-Z(gauss),64.58,26.71,11.92,Gyro-X-Y-Z(dps),-0.02,-0.09,-0.01
2022-05-03,10:13:00.714,0,0,0,7,7,7,7,7,6,Accel-X-Y-Z(m/s^2),8.91,-3.75,0.59,Magnetic-X-Y-Z(gauss),65.34,27.06,11.75,Gyro-X-Y-Z(dps),-0.04,-0.07,-0.03
2022-05-03,10:13:00.738,0,0,0,8,7,6,6,6,7,Accel-X-Y-Z(m/s^2),8.89,-3.88,0.64,Magnetic-X-Y-Z(gauss),65.05,27.24,11.69,Gyro-X-Y-Z(dps),-0.05,-0.08,-0.04
2022-05-03,10:13:00.762,0,0,0,7,6,7,8,6,6,Accel-X-Y-Z(m/s^2),9.16,-3.61,0.77,Magnetic-X-Y-Z(gauss),64.76,27.35,11.4,Gyro-X-Y-Z(dps),-0.05,-0.07,-0.04
2022-05-03,10:13:00.786,0,0,0,7,7,6,6,8,7,Accel-X-Y-Z(m/s^2),9.06,-3.44,0.66,Magnetic-X-Y-Z(gauss),65.17,26.88,11.34,Gyro-X-Y-Z(dps),-0.09,-0.01,-0.07
2022-05-03,10:13:00.810,0,0,0,7,6,7,6,7,7,Accel-X-Y-Z(m/s^2),9.02,-3.77,0.54,Magnetic-X-Y-Z(gauss),65.05,27.06,11.81,Gyro-X-Y-Z(dps),-0.12,-0.07,-0.1
2022-05-03,10:13:00.834,0,0,0,7,7,6,6,7,7,Accel-X-Y-Z(m/s^2),9.02,-3.85,0.5,Magnetic-X-Y-Z(gauss),65.4,27.24,12.51,Gyro-X-Y-Z(dps),-0.09,-0.1,-0.05
2022-05-03,10:13:00.858,0,0,0,7,7,6,6,7,7,Accel-X-Y-Z(m/s^2),8.99,-3.92,0.51,Magnetic-X-Y-Z(gauss),64.82,27.12,11.69,Gyro-X-Y-Z(dps),-0.06,-0.09,-0.02
2022-05-03,10:13:00.882,0,0,0,7,6,7,6,7,7,Accel-X-Y-Z(m/s^2),8.86,-3.76,0.62,Magnetic-X-Y-Z(gauss),64.93,27.12,11.63,Gyro-X-Y-Z(dps),-0.01,-0.19,0.05
2022-05-03,10:13:00.906,0,0,0,8,6,7,7,7,6,Accel-X-Y-Z(m/s^2),9.01,-3.92,0.71,Magnetic-X-Y-Z(gauss),65.17,27.35,11.57,Gyro-X-Y-Z(dps),0.04,-0.25,-0.01
2022-05-03,10:13:00.930,0,0,1,8,7,7,6,8,5,Accel-X-Y-Z(m/s^2),8.68,-1.86,0.77,Magnetic-X-Y-Z(gauss),65.52,27.76,11.28,Gyro-X-Y-Z(dps),0.14,-0.33,-0.05
2022-05-03,10:13:00.954,0,0,1,8,6,7,7,7,7,Accel-X-Y-Z(m/s^2),8.89,-4.13,1.06,Magnetic-X-Y-Z(gauss),65.4,27.7,11.28,Gyro-X-Y-Z(dps),0.17,-0.48,-0.07
2022-05-03,10:13:00.977,0,0,1,7,6,7,8,7,6,Accel-X-Y-Z(m/s^2),8.79,-3.96,1.04,Magnetic-X-Y-Z(gauss),65.58,27.29,10.4,Gyro-X-Y-Z(dps),0.09,-0.45,-0.21
2022-05-03,10:13:01.001,0,0,1,8,5,7,6,7,7,Accel-X-Y-Z(m/s^2),8.86,-3.87,0.85,Magnetic-X-Y-Z(gauss),65.87,27.82,10.4,Gyro-X-Y-Z(dps),-0.0,-0.35,-0.13
2022-05-03,10:13:01.025,0,0,1,7,6,7,7,7,7,Accel-X-Y-Z(m/s^2),9.27,-3.82,0.7,Magnetic-X-Y-Z(gauss),65.81,27.88,10.11,Gyro-X-Y-Z(dps),-0.04,-0.31,-0.08
2022-05-03,10:13:01.050,0,0,1,8,6,7,7,7,7,Accel-X-Y-Z(m/s^2),9.45,-3.74,0.81,Magnetic-X-Y-Z(gauss),65.69,27.88,9.94,Gyro-X-Y-Z(dps),0.01,-0.15,-0.06
2022-05-03,10:13:01.074,0,0,1,7,7,7,7,7,7,Accel-X-Y-Z(m/s^2),9.07,-3.98,0.77,Magnetic-X-Y-Z(gauss),65.69,28.11,10.7,Gyro-X-Y-Z(dps),0.04,-0.07,-0.0
2022-05-03,10:13:01.097,0,0,1,7,7,7,6,6,7,Accel-X-Y-Z(m/s^2),8.78,-4.03,0.91,Magnetic-X-Y-Z(gauss),65.63,28.11,9.35,Gyro-X-Y-Z(dps),0.04,-0.15,0.06
2022-05-03,10:13:01.121,0,0,1,8,7,7,6,7,7,Accel-X-Y-Z(m/s^2),9.09,-3.87,0.86,Magnetic-X-Y-Z(gauss),65.58,27.7,9.18,Gyro-X-Y-Z(dps),0.1,-0.2,0.16
2022-05-03,10:13:01.145,0,0,1,8,7,6,8,7,7,Accel-X-Y-Z(m/s^2),9.02,-3.9,0.74,Magnetic-X-Y-Z(gauss),66.1,27.64,10.17,Gyro-X-Y-Z(dps),0.11,-0.11,0.22
2022-05-03,10:13:01.169,0,0,1,8,6,7,7,7,6,Accel-X-Y-Z(m/s^2),9.0,-3.93,0.88,Magnetic-X-Y-Z(gauss),65.28,28.05,9.47,Gyro-X-Y-Z(dps),0.13,-0.03,0.23
2022-05-03,10:13:01.193,0,0,0,7,7,6,7,7,6,Accel-X-Y-Z(m/s^2),8.99,-4.03,0.88,Magnetic-X-Y-Z(gauss),65.4,27.29,9.23,Gyro-X-Y-Z(dps),0.1,0.02,0.23
2022-05-03,10:13:02.484,1,0,0,7,6,7,7,7,7,Accel-X-Y-Z(m/s^2),9.12,-3.49,0.82,Magnetic-X-Y-Z(gauss),65.23,26.42,9.7,Gyro-X-Y-Z(dps),0.11,-0.11,0.24
2022-05-03,10:13:02.508,1,1,0,8,7,7,7,7,6,Accel-X-Y-Z(m/s^2),8.92,-3.48,0.45,Magnetic-X-Y-Z(gauss),65.4,26.07,9.23,Gyro-X-Y-Z(dps),0.21,-0.1,0.29
2022-05-03,10:13:02.532,1,1,0,7,7,6,7,6,8,Accel-X-Y-Z(m/s^2),9.04,-3.52,0.57,Magnetic-X-Y-Z(gauss),65.28,25.54,9.76,Gyro-X-Y-Z(dps),0.26,-0.2,0.34
2022-05-03,10:13:02.556,0,1,0,8,7,6,6,6,6,Accel-X-Y-Z(m/s^2),8.86,-3.71,1.03,Magnetic-X-Y-Z(gauss),65.17,25.54,8.53,Gyro-X-Y-Z(dps),0.09,-0.21,0.13
2022-05-03,10:13:02.580,0,1,0,8,7,7,6,7,7,Accel-X-Y-Z(m/s^2),8.87,-3.6,0.93,Magnetic-X-Y-Z(gauss),64.7,25.48,8.77,Gyro-X-Y-Z(dps),0.0,-0.22,-0.03
